Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned,Year
Gabriela Blajer,F,SBD,Raw,23.5,24-34,24-39,Open,62.32,63,137.5,142.5,-147.5,NA,142.5,70,-75,75,NA,75,147.5,155,-160,NA,155,372.5,7,403.3,403.36,356.22,82.07,Yes,Poland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Aleksandra Blajer,F,SBD,Raw,23.5,24-34,24-39,Open,57,57,130,135,-137.5,NA,135,72.5,77.5,-80,NA,77.5,140,-150,-150,NA,140,352.5,8,403.86,409.04,361.69,82.68,Yes,Poland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Guillaume Jean Marie Flore,M,SBD,Raw,23.5,24-34,24-39,Open,92.54,93,-272.5,-280,280,NA,280,167.5,172.5,175,NA,175,330.5,342.5,-358,NA,342.5,797.5,1,508.63,502.17,480.72,104.58,Yes,France,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Malin Grönqvist,F,SBD,Raw,25,24-34,24-39,Open,75.58,76,155,162.5,167.5,NA,167.5,75,80,82.5,NA,82.5,140,150,155,NA,155,405,11,392.86,383.17,336.95,80.06,Yes,Sweden,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Maxim Uebel,M,SBD,Raw,24,24-34,24-39,Open,103.96,105,257.5,272.5,282.5,NA,282.5,192.5,202.5,208,NA,208,265,-282.5,-285,NA,265,755.5,6,457.48,453.05,432.6,93.71,Yes,Sweden,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Voitto Virtanen,M,SBD,Raw,24.5,24-34,24-39,Open,118.66,120,267.5,285,292.5,NA,292.5,165,-172.5,-172.5,NA,165,260,287.5,-300,NA,287.5,745,10,429.47,429.46,411.47,87.03,Yes,Finland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Guillaume Parisot,M,SBD,Raw,24.5,24-34,24-39,Open,82.67,83,-260,-260,-260,NA,NA,150,-172.5,-175,NA,150,292.5,307.5,-320,NA,307.5,NA,DQ,NA,NA,NA,NA,Yes,France,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Tenho Talvensaari,M,SBD,Raw,25,24-34,24-39,Open,65.81,66,175,185,195,NA,195,132.5,140,-145,NA,140,222.5,240,-250,NA,240,575,7,451.49,452.56,439.82,89.77,Yes,Finland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Bo Arends,F,SBD,Raw,24.5,24-34,24-39,Open,68.81,69,147.5,-157.5,157.5,NA,157.5,80,85,87.5,NA,87.5,187.5,-203,203,NA,203,448,3,457.45,451.04,397.74,92.96,Yes,Netherlands,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Bartłomiej Bogdewicz,M,SBD,Raw,21.5,20-23,19-23,Open,104.12,105,282.5,292.5,-297.5,NA,292.5,152.5,160,-167.5,NA,160,270,280,-285,NA,280,732.5,9,443.28,439.02,419.2,90.79,Yes,Poland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Bartłomiej Tuszyński,M,SBD,Raw,20.5,20-23,19-23,Open,167.25,120+,308,-325,-325,NA,308,170,180,-185,NA,180,260,282.5,290,NA,290,778,7,406.58,423.65,395.89,79.39,Yes,Poland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Nuutti Mansukoski,M,SBD,Raw,23.5,24-34,24-39,Open,156.57,120+,310,-340,-360,NA,310,190,-210,-210,NA,190,300,340,345,NA,345,845,2,449.26,464.7,437.21,88.27,Yes,Finland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Dominik Plaskonis,M,SBD,Raw,24,24-34,24-39,Open,128.48,120+,240,265,-275,NA,265,150,162.5,-170,NA,162.5,235,260,-287.5,NA,260,687.5,10,386.34,389.68,372.5,77.62,Yes,Slovakia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Marelin Jüriado,F,SBD,Raw,17.5,18-19,14-18,Open,83.7,84,132.5,140,145,NA,145,92.5,98,-100.5,NA,98,175,182.5,NA,NA,182.5,425.5,2,392.19,380.12,332.4,80.47,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Markus Lodi,M,SBD,Raw,21.5,20-23,19-23,Open,114.64,120,170,180,185,NA,185,130,135,140,NA,140,205,220,230,NA,230,555,19,323.78,322.75,308.91,65.83,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Reinhard Rebane,M,SBD,Raw,18.5,18-19,19-23,Open,114.05,120,270,285,-295,NA,285,142.5,147.5,150,NA,150,300,320.5,337.5,NA,337.5,772.5,7,451.5,449.87,430.49,91.84,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Siim Kalmus,M,SBD,Raw,21.5,20-23,19-23,Open,79.8,83,225,232.5,240,NA,240,122.5,-125,-125,NA,122.5,237.5,-245,-245,NA,237.5,600,18,414.34,410.27,395.35,84.73,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Martin Grigorovitš,M,SBD,Raw,20.5,20-23,19-23,Open,73.01,74,165,170,-175,NA,170,92.5,97.5,102.5,NA,102.5,180,190,200,NA,200,472.5,15,344.95,343.17,331.97,69.85,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Renee Maripuu,M,SBD,Raw,20.5,20-23,19-23,Open,70.95,74,185,-192.5,-200,NA,185,122.5,-127.5,-127.5,NA,122.5,225,NA,NA,NA,225,532.5,14,396.3,394.99,382.57,79.91,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Mirjam Reino,F,SBD,Raw,24.5,24-34,24-39,Open,61.78,63,125,-135,135,NA,135,70,-75,-75,NA,70,145,155,-167.5,NA,155,360,9,391.86,392.42,346.6,79.78,Yes,Estonia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Amelie Valentová,F,SBD,Raw,19.5,20-23,19-23,Open,65.81,69,167.5,172.5,177.5,NA,177.5,75,77.5,80,NA,80,155,165,175,NA,175,432.5,5,453.16,449.61,396.78,92.09,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Tomáš Vrba,M,SBD,Raw,24,24-34,24-39,Open,73.5,74,217.5,227.5,-232.5,NA,227.5,142.5,147.5,-150,NA,147.5,222.5,232.5,-240,NA,232.5,607.5,8,441.57,439.1,424.64,89.5,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Valerie Velemanová,F,SBD,Raw,25,24-34,24-39,Open,75.26,76,165,172.5,-175,NA,172.5,97.5,100,-102.5,NA,100,182.5,192.5,-202.5,NA,192.5,465,3,452.07,441.09,387.96,92.1,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Veronika Šigutová,F,SBD,Raw,21.5,20-23,19-23,Open,74.42,76,155,165,172.5,NA,172.5,80,85,87.5,NA,87.5,170,182.5,-205,NA,182.5,442.5,6,432.76,422.72,371.95,88.13,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Pavel Kurek,M,SBD,Raw,23.5,24-34,24-39,Open,104.42,105,235,250,255,NA,255,160,165,-167.5,NA,165,270,290,-320,NA,290,710,13,429.16,425.09,405.91,87.89,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Jessica Medwell,F,SBD,Raw,22.5,20-23,19-23,Open,68.22,69,147.5,155,160,NA,160,70,72.5,75,NA,75,170,180,-190,NA,180,415,7,425.84,420.37,370.75,86.53,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Artem Usov,M,SBD,Raw,23.5,24-34,24-39,Open,146.96,120+,280,300,310,NA,310,185,200,207.5,NA,207.5,285,310,325,NA,325,842.5,3,455.57,467.5,442.71,90.12,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Eliška Ročárková,F,SBD,Raw,22.5,20-23,19-23,Open,56.38,57,127.5,135,140,NA,140,72.5,75,-80,NA,75,135,142.5,147.5,NA,147.5,362.5,7,418.31,424.26,375.23,85.74,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Jakub Šigut,M,SBD,Raw,24.5,24-34,24-39,Open,119.59,120,275,287.5,292.5,NA,292.5,152.5,160,165,NA,165,319,341,-353.5,NA,341,798.5,4,459.11,459.44,440.25,92.96,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Vojtěch Bula,M,SBD,Raw,23.5,24-34,24-39,Open,104.29,105,260,275,285,NA,285,147.5,155,160,NA,160,260,277.5,285,NA,285,730,10,441.47,437.26,417.53,90.41,Yes,Czechia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Joshua Smith,M,SBD,Raw,20.5,20-23,19-23,Open,103.62,105,245,-255,255,NA,255,175,180,-182.5,NA,180,270,282.5,-295,NA,282.5,717.5,11,435.06,430.78,411.33,89.13,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Chinedum Okolo,M,SBD,Raw,22,20-23,19-23,Open,82.48,83,235,250,260,NA,260,127.5,135,140,NA,140,282.5,300,317.5,NA,317.5,717.5,2,486.1,480.73,462.56,99.64,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Alexis Scott,F,SBD,Raw,20.5,20-23,19-23,Open,107.14,84+,177.5,185,195,NA,195,82.5,-87.5,-90,NA,82.5,147.5,157.5,165,NA,165,442.5,2,368.08,361.88,308.31,77.58,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Ella Dronfield,F,SBD,Raw,19.5,20-23,19-23,Open,68.04,69,152.5,160,165,NA,165,77.5,-82.5,85,NA,85,172.5,182.5,185,NA,185,435,4,447.04,441.45,389.37,90.83,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Martha Marsh,F,SBD,Raw,20.5,20-23,19-23,Open,61.98,63,137.5,145,-150,NA,145,77.5,85,87.5,NA,87.5,157.5,165,172.5,NA,172.5,405,4,439.96,440.39,388.95,89.56,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Annabelle Cox,F,SBD,Raw,19.5,20-23,19-23,Open,60.16,63,135,142.5,147.5,NA,147.5,62.5,67.5,70,NA,70,132.5,137.5,140,NA,140,357.5,10,395.64,397.75,351.42,80.66,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Abby Cooley,F,SBD,Raw,20.5,20-23,19-23,Open,51.07,52,115,120,122.5,NA,122.5,57.5,62.5,65,NA,65,142.5,153,159,NA,159,346.5,1,427.71,438,388.53,88.88,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Allaya Rasul,F,SBD,Raw,22.5,20-23,19-23,Open,46.66,47,85,90,95,NA,95,45,50,52.5,NA,52.5,127.5,135,-142.5,NA,135,282.5,4,372.23,381.92,340.65,78.88,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Kate Mitchell,F,SBD,Raw,22.5,20-23,19-23,Open,81.62,84,150,160,165,NA,165,60,65,70,NA,70,160,172.5,-182.5,NA,172.5,407.5,3,380.19,368.82,323.06,77.85,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Rohan Ewels,M,SBD,Raw,22,20-23,19-23,Open,122.85,120+,275,285,-292.5,NA,285,175,182.5,185,NA,185,290,307.5,320,NA,320,790,5,450.22,451.81,432.82,90.9,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Andrew Wallace #1,M,SBD,Raw,19.5,20-23,19-23,Open,103.42,105,-265,265,280,NA,280,185,195,-202.5,NA,195,270,287.5,-300,NA,287.5,762.5,5,462.71,458.12,437.43,94.81,Yes,Scotland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Aimee Guthrie,F,SBD,Raw,21.5,20-23,19-23,Open,74.59,76,155,162.5,165,NA,165,102.5,108.5,-113,NA,108.5,162.5,170,177.5,NA,177.5,451,4,440.54,430.22,378.52,89.72,Yes,Scotland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Amy Middlemas,F,SBD,Raw,21,20-23,19-23,Open,56.95,57,115,122.5,127.5,NA,127.5,62.5,67.5,70,NA,70,155,162.5,170,NA,170,367.5,5,421.28,426.74,377.34,86.26,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
James West #3,M,SBD,Raw,20,20-23,19-23,Open,92,93,245,260,-267.5,NA,260,157.5,162.5,165,NA,165,270,290,-300,NA,290,715,5,457.31,451.49,432.31,94.03,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Tomos Atkinson,M,SBD,Raw,22,20-23,19-23,Open,156.16,120+,272.5,290,300,NA,300,160,-167.5,167.5,NA,167.5,285,307.5,327.5,NA,327.5,795,4,422.97,437.37,411.61,83.12,Yes,Wales,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Ping Hao Ng,M,SBD,Raw,21,20-23,19-23,Open,73.58,74,225,237.5,-242.5,NA,237.5,122.5,127.5,130,NA,130,262.5,275,-282.5,NA,275,642.5,3,466.67,464.04,448.74,94.6,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Matt Chan,M,SBD,Raw,23.5,24-34,24-39,Open,58.45,59,157.5,167.5,-172.5,NA,167.5,90,95,97.5,NA,97.5,182.5,195,200,NA,200,465,3,401.12,406.31,397.35,77.33,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Odette Tobaiwa,F,SBD,Raw,24.5,24-34,24-39,Open,75.26,76,160,170,175,NA,175,100,107.5,110.5,NA,110.5,167.5,177.5,182.5,NA,182.5,468,1,454.99,443.94,390.46,92.7,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Hannah Matson,F,SBD,Raw,24,24-34,24-39,Open,56.06,57,147.5,157.5,160,NA,160,80,82.5,85,NA,85,175,-182.5,-184.5,NA,175,420,2,486.49,493.76,436.74,99.77,Yes,England,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Alasdair Wilson,M,SBD,Raw,22.5,20-23,19-23,Open,117.7,120,300,320.5,328,NA,328,152.5,-160,160,NA,160,292.5,310,322.5,NA,322.5,810.5,3,468.52,468.14,448.45,95.02,Yes,Scotland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Lewis Kelly,M,SBD,Raw,23.5,24-34,24-39,Open,119.13,120,285,300,310,NA,310,182.5,190,195,NA,195,307.5,327.5,335,NA,335,840,1,483.59,483.76,463.53,97.96,Yes,Scotland,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Tomoya Shishino,M,SBD,Raw,20.5,20-23,19-23,Open,91.45,93,225,235,245,NA,245,150,-155,155,NA,155,240,-252.5,-252.5,NA,240,640,13,410.54,405.32,388.19,84.42,Yes,Japan,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Ryuichi Inubushi,M,SBD,Raw,20,20-23,19-23,Open,65.5,66,205,-217.5,217.5,NA,217.5,151,-158.5,-158.5,NA,151,190,207.5,-232.5,NA,207.5,576,6,453.87,455.12,442.41,90.15,Yes,Japan,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Omar Shabib,M,SBD,Raw,19.5,20-23,19-23,Open,58.7,59,142.5,152.5,157.5,NA,157.5,87.5,95,97.5,NA,97.5,200,210,-217.5,NA,210,465,4,399.68,404.69,395.67,77.16,Yes,Saudi Arabia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Jawad Alzuwayyid,M,SBD,Raw,21,20-23,19-23,Open,119.99,120,-272.5,272.5,-290,NA,272.5,150,-165,-185,NA,150,260,277.5,-297.5,NA,277.5,700,11,402.03,402.45,385.65,81.38,Yes,Saudi Arabia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Abdulrahim Baw,M,SBD,Raw,22,20-23,19-23,Open,82.86,83,-225,225,-240,NA,225,170,180,190.5,NA,190.5,230,250,-265,NA,250,665.5,9,449.7,444.67,427.77,92.2,Yes,Saudi Arabia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Majed Fallata,M,SBD,Raw,23,20-23,19-23,Open,65.93,66,200,210,220,NA,220,120,127.5,-130,NA,127.5,245,260.5,270.5,NA,270.5,618,1,484.6,485.67,471.96,96.39,Yes,Saudi Arabia,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Farah Salah Bayzer,F,SBD,Raw,21,20-23,19-23,Open,77.29,84,90,100,107.5,NA,107.5,40,45,-50,NA,45,115,-120,125,NA,125,277.5,10,266.07,259,227.54,54.29,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Maha Jabir Alshemsi,F,SBD,Raw,21,20-23,19-23,Open,45.86,47,-42.5,-42.5,-42.5,NA,NA,25,-27.5,-27.5,NA,25,57.5,-62.5,62.5,NA,62.5,NA,DQ,NA,NA,NA,NA,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Hamad Belobaida,M,SBD,Raw,23,20-23,19-23,Open,119.68,120,212.5,222.5,230,NA,230,92.5,100,105,NA,105,225,240,-250,NA,240,575,17,330.52,330.79,316.97,66.92,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Khalid Naqi,M,SBD,Raw,22,20-23,19-23,Open,92.4,93,-187.5,187.5,195,NA,195,112.5,120,-125,NA,120,222.5,242.5,250,NA,250,565,17,360.61,356.03,340.84,74.15,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Hussain Alsabt,M,SBD,Raw,21,20-23,19-23,Open,65.77,66,165,175,182.5,NA,182.5,105,112.5,-115,NA,112.5,222.5,237.5,-247.5,NA,237.5,532.5,12,418.31,419.32,407.53,83.16,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Jia Ying Lee,F,SBD,Raw,22,20-23,19-23,Open,66.87,69,130,135,142.5,NA,142.5,80,85,90,NA,90,150,162.5,170,NA,170,402.5,9,417.8,413.58,364.9,84.89,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Lucas Spencer Chan,M,SBD,Raw,23.5,24-34,24-39,Open,82.66,83,230,242.5,247.5,NA,247.5,160,167.5,172.5,NA,172.5,275,-295,297.5,NA,297.5,717.5,3,485.5,480.1,461.91,99.53,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Claudia Chu Xin Mei,F,SBD,Raw,22,20-23,19-23,Open,46.74,47,95,102.5,107.5,NA,107.5,-55,55,-60,NA,55,130,142.5,-153.5,NA,142.5,305,3,401.37,411.83,367.28,85.01,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Adam Koh Xuan Ming,M,SBD,Raw,23.5,24-34,24-39,Open,65.99,66,177.5,187.5,192.5,NA,192.5,117.5,122.5,-125,NA,122.5,207.5,220,230,NA,230,545,10,427.07,427.99,415.88,84.96,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Chan Day Yun,F,SBD,Raw,24,24-34,24-39,Open,56.89,57,-130,130,-140,NA,130,70,75,-77.5,NA,75,172.5,183,185.5,NA,185.5,390.5,3,447.96,453.82,401.3,91.73,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Woei Jin Seah,M,SBD,Raw,24,24-34,24-39,Open,92.64,93,240,250,257.5,NA,257.5,182.5,-195.5,-195.5,NA,182.5,265,282.5,300,NA,300,740,4,471.71,465.72,445.81,96.99,Yes,Singapore,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Mayed Alredha,M,SBD,Raw,22,20-23,19-23,Open,74,74,190,197.5,-202.5,NA,197.5,162.5,170,173.5,NA,173.5,205,222.5,230,NA,230,601,10,434.91,432.31,417.95,88.23,Yes,UAE,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Andrew Cabindol,M,SBD,Raw,20,20-23,19-23,Open,64.44,66,190,197.5,-202.5,NA,197.5,150.5,-157.5,-157.5,NA,150.5,227.5,235,-240,NA,235,583,4,465.07,466.99,454.3,92.04,Yes,USA,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Jason Wu,M,SBD,Raw,23.5,24-34,24-39,Open,92.16,93,277.5,295.5,303,NA,303,132.5,140,145,NA,145,270,290,302.5,NA,302.5,750.5,2,479.61,473.51,453.36,98.62,Yes,UK,NA,IPF,IPF,2024-07-23,Estonia,NA,Tartu,FISU World University Powerlifting Championships,Yes,2024
Ana Dolžan,F,SBD,Raw,21.5,20-23,19-23,Open,54.85,57,95,100,105,NA,105,52.5,57.5,-60,NA,57.5,132.5,140,147.5,NA,147.5,310,17,364.33,370.73,328.08,74.9,Yes,Slovenia,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Brina Obreza,F,SBD,Raw,22,20-23,19-23,Open,68.73,69,130,137.5,142.5,NA,142.5,67.5,72.5,75,NA,75,140,150,160,NA,160,377.5,13,385.72,380.37,335.43,78.38,Yes,Slovenia,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Ajeesha A,F,SBD,Raw,23,20-23,19-23,Open,74.8,76,140,150,-160,NA,150,67.5,75,82.5,NA,82.5,140,152.5,-157.5,NA,152.5,385,10,375.51,366.61,322.52,76.48,Yes,India,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Sofija Jeámenica,F,SBD,Raw,23.5,24-34,24-39,Open,50.59,52,75,82.5,87.5,NA,87.5,47.5,50,-52.5,NA,50,110,117.5,-125,NA,117.5,255,5,316.87,324.67,288.13,65.96,Yes,Serbia,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Alonso Gonzalez,M,SBD,Raw,17.5,18-19,14-18,Open,103.2,105,190,202.5,212.5,NA,212.5,90,97.5,105,NA,105,230,240,250,NA,250,567.5,17,344.68,341.23,325.82,70.63,Yes,Mexico,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Ryan Bui,M,SBD,Raw,18.5,18-19,19-23,Open,63.9,66,107.5,115,-125,NA,115,65,72.5,80,NA,80,140,152.5,162.5,NA,162.5,357.5,10,287.03,288.41,280.7,56.69,Yes,USA,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Yuto Watanabe,M,SBD,Raw,19.5,20-23,19-23,Open,73.54,74,200,210,215,NA,215,110,117.5,122.5,NA,122.5,270,-285,-285,NA,270,607.5,7,441.41,438.93,424.47,89.48,Yes,Japan,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Mihajlo Mandušić,M,SBD,Raw,20,20-23,19-23,Open,79.39,83,180,192.5,200,NA,200,107.5,115,-120,NA,115,215,227.5,235,NA,235,550,18,380.97,377.31,363.68,77.87,Yes,Serbia,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Sam Sikora,M,SBD,Raw,21,20-23,19-23,Open,100.72,105,235,247.5,255,NA,255,150,155,157.5,NA,157.5,250,262.5,275,NA,275,687.5,13,421.86,417.22,398.45,86.56,Yes,USA,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Cameron Lunsford,M,SBD,Raw,20.5,20-23,19-23,Open,92.5,93,260,275,282.5,NA,282.5,165,175,180,NA,180,250,265,-275,NA,265,727.5,5,464.08,458.19,438.62,95.42,Yes,USA,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
Žan Lovšin,M,SBD,Raw,22,20-23,19-23,Open,82.27,83,227.5,242.5,255,NA,255,155,162.5,-170,NA,162.5,240,-252.5,-252.5,NA,240,657.5,9,446.09,441.2,424.58,91.42,Yes,Slovenia,NA,IPF,IPF,2023-10-31,Slovenia,NA,Kranjska Gora,World University Powerlifting Cup,Yes,2023
